fileName,object,answer
61/6990.jpg,egg-sunny-side-up,other
92/14989.jpg,rice,other
92/12422.jpg,rice,other
92/12419.jpg,miso-soup,other
92/11874.jpg,rice,other
92/15756.jpg,miso-soup,other
92/15380.jpg,rice,other
92/12448.jpg,rice,other
50/5013.jpg,rice,other
68/6831.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7131.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7131.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7290.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6832.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7287.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7056.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7308.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6820.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6798.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7322.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6885.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7185.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7032.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6845.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7186.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6878.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7223.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6934.jpg,rice,egg-sunny-side-up
68/7183.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6855.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6880.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7142.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6842.jpg,egg-sunny-side-up,egg-sunny-side-up
68/38.jpg,rice,egg-sunny-side-up
68/6872.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6858.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7158.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6859.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6849.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6860.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7229.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6877.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7273.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6794.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6811.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6807.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6796.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6812.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7301.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7262.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6975.jpg,egg-sunny-side-up,egg-sunny-side-up
68/7115.jpg,egg-sunny-side-up,egg-sunny-side-up
68/6828.jpg,egg-sunny-side-up,egg-sunny-side-up
32/11500.jpg,rice,other
35/16699.jpg,rice,other
69/7337.jpg,rice,other
69/13887.jpg,rice,other
69/13273.jpg,rice,other
69/33.jpg,rice,other
69/14616.jpg,rice,other
56/15148.jpg,rice,other
56/15542.jpg,rice,other
56/37.jpg,rice,other
51/5109.jpg,rice,other
51/5127.jpg,rice,other
51/5170.jpg,rice,other
51/5101.jpg,rice,other
67/11956.jpg,rice,other
67/13696.jpg,rice,other
67/13244.jpg,rice,other
93/13704.jpg,rice,other
94/12556.jpg,rice,other
94/12538.jpg,rice,other
60/15188.jpg,egg-sunny-side-up,other
34/7178.jpg,rice,other
20/1973.jpg,rice,other
20/16250.jpg,rice,other
20/14476.jpg,rice,other
20/14039.jpg,rice,other
27/2671.jpg,rice,other
27/9350.jpg,rice,other
27/15593.jpg,rice,other
27/15747.jpg,rice,other
9/823.jpg,fried-rice,fried-rice
9/15847.jpg,fried-rice,fried-rice
9/9054.jpg,fried-rice,fried-rice
9/821.jpg,fried-rice,fried-rice
9/9053.jpg,fried-rice,fried-rice
9/824.jpg,fried-rice,fried-rice
9/832.jpg,fried-rice,fried-rice
9/833.jpg,fried-rice,fried-rice
9/883.jpg,fried-rice,fried-rice
9/882.jpg,fried-rice,fried-rice
9/843.jpg,fried-rice,fried-rice
9/10786.jpg,fried-rice,fried-rice
9/895.jpg,fried-rice,fried-rice
9/9179.jpg,fried-rice,fried-rice
9/853.jpg,fried-rice,fried-rice
9/886.jpg,fried-rice,fried-rice
9/10582.jpg,fried-rice,fried-rice
9/14861.jpg,fried-rice,fried-rice
9/875.jpg,fried-rice,fried-rice
9/874.jpg,fried-rice,fried-rice
9/13720.jpg,rice,fried-rice
9/873.jpg,fried-rice,fried-rice
9/872.jpg,fried-rice,fried-rice
9/11454.jpg,fried-rice,fried-rice
9/859.jpg,fried-rice,fried-rice
9/10710.jpg,fried-rice,fried-rice
9/815.jpg,fried-rice,fried-rice
9/9314.jpg,fried-rice,fried-rice
9/810.jpg,fried-rice,fried-rice
9/11435.jpg,fried-rice,fried-rice
9/839.jpg,fried-rice,fried-rice
9/15692.jpg,rice,fried-rice
7/11361.jpg,sushi,sushi
7/607.jpg,sushi,sushi
7/15918.jpg,sushi,sushi
7/602.jpg,sushi,sushi
7/617.jpg,sushi,sushi
7/15116.jpg,sushi,sushi
7/614.jpg,sushi,sushi
7/673.jpg,sushi,sushi
7/658.jpg,sushi,sushi
7/14720.jpg,sushi,sushi
7/675.jpg,sushi,sushi
7/648.jpg,sushi,sushi
7/676.jpg,sushi,sushi
7/663.jpg,sushi,sushi
7/646.jpg,sushi,sushi
7/653.jpg,sushi,sushi
7/686.jpg,sushi,sushi
7/15782.jpg,sushi,sushi
7/687.jpg,sushi,sushi
7/640.jpg,sushi,sushi
7/641.jpg,sushi,sushi
7/694.jpg,sushi,sushi
7/16104.jpg,sushi,sushi
7/695.jpg,sushi,sushi
7/14359.jpg,sushi,sushi
7/632.jpg,sushi,sushi
7/637.jpg,sushi,sushi
7/10717.jpg,sushi,sushi
7/634.jpg,sushi,sushi
7/10853.jpg,sushi,sushi
16/1537.jpg,rice,other
42/15846.jpg,rice,other
42/11161.jpg,rice,other
42/15924.jpg,rice,other
42/13720.jpg,rice,other
42/12610.jpg,rice,other
42/14089.jpg,rice,other
42/14061.jpg,rice,other
42/1.jpg,rice,other
89/12082.jpg,rice,other
89/12157.jpg,rice,other
89/81.jpg,rice,other
89/12062.jpg,rice,other
45/15301.jpg,rice,other
45/15389.jpg,rice,other
45/16060.jpg,rice,other
45/14822.jpg,rice,other
45/11184.jpg,rice,other
87/15715.jpg,rice,other
87/15311.jpg,rice,other
87/14541.jpg,toast,other
87/16034.jpg,rice,other
87/11575.jpg,rice,other
87/14592.jpg,rice,other
87/7280.jpg,egg-sunny-side-up,other
87/14546.jpg,toast,other
87/11167.jpg,rice,other
87/16690.jpg,rice,other
87/14051.jpg,rice,other
87/16686.jpg,rice,other
87/16279.jpg,rice,other
87/15610.jpg,rice,other
87/16641.jpg,rice,other
87/14309.jpg,rice,other
87/11893.jpg,rice,other
87/15148.jpg,rice,other
87/13737.jpg,beef-curry,other
87/13709.jpg,rice,other
87/11862.jpg,rice,other
87/15812.jpg,rice,other
87/14881.jpg,rice,other
87/11696.jpg,rice,other
87/11694.jpg,rice,other
87/15293.jpg,rice,other
87/16611.jpg,rice,other
87/16599.jpg,rice,other
87/14987.jpg,rice,other
87/13182.jpg,rice,other
87/15875.jpg,rice,other
87/14015.jpg,rice,other
87/14388.jpg,rice,other
87/15123.jpg,rice,other
87/11184.jpg,rice,other
87/16615.jpg,rice,other
80/11365.jpg,rice,other
6/572.jpg,beef-curry,beef-curry
6/12872.jpg,beef-curry,beef-curry
6/11228.jpg,beef-curry,beef-curry
6/571.jpg,beef-curry,beef-curry
6/11411.jpg,beef-curry,beef-curry
6/12901.jpg,beef-curry,beef-curry
6/574.jpg,beef-curry,beef-curry
6/15302.jpg,rice,beef-curry
6/12900.jpg,beef-curry,beef-curry
6/15658.jpg,rice,beef-curry
6/7135.jpg,rice,beef-curry
6/12888.jpg,beef-curry,beef-curry
6/11060.jpg,beef-curry,beef-curry
6/14078.jpg,rice,beef-curry
6/538.jpg,beef-curry,beef-curry
6/10751.jpg,beef-curry,beef-curry
6/14046.jpg,beef-curry,beef-curry
6/15957.jpg,beef-curry,beef-curry
6/13711.jpg,beef-curry,beef-curry
6/15639.jpg,beef-curry,beef-curry
6/14684.jpg,beef-curry,beef-curry
6/500.jpg,beef-curry,beef-curry
6/501.jpg,beef-curry,beef-curry
6/9229.jpg,beef-curry,beef-curry
