fileName,object,answer
61/6159.jpg,beef-steak,beef-steak
61/6990.jpg,egg-sunny-side-up,beef-steak
61/6176.jpg,beef-steak,beef-steak
61/6149.jpg,beef-steak,beef-steak
61/6148.jpg,beef-steak,beef-steak
61/6099.jpg,beef-steak,beef-steak
61/6138.jpg,beef-steak,beef-steak
61/6111.jpg,beef-steak,beef-steak
61/6114.jpg,beef-steak,beef-steak
61/6117.jpg,beef-steak,beef-steak
61/6090.jpg,beef-steak,beef-steak
61/6119.jpg,beef-steak,beef-steak
61/6130.jpg,beef-steak,beef-steak
61/6097.jpg,beef-steak,beef-steak
61/6123.jpg,beef-steak,beef-steak
61/6122.jpg,beef-steak,beef-steak
61/6187.jpg,beef-steak,beef-steak
61/6146.jpg,beef-steak,beef-steak
61/6157.jpg,beef-steak,beef-steak
61/6156.jpg,beef-steak,beef-steak
61/6182.jpg,beef-steak,beef-steak
95/12720.jpg,pizza-toast,pizza-toast
95/12696.jpg,pizza-toast,pizza-toast
95/12735.jpg,pizza-toast,pizza-toast
95/12681.jpg,pizza-toast,pizza-toast
95/12732.jpg,pizza-toast,pizza-toast
95/12733.jpg,pizza-toast,pizza-toast
95/12679.jpg,pizza-toast,pizza-toast
95/12678.jpg,pizza-toast,pizza-toast
95/12743.jpg,pizza-toast,pizza-toast
95/12754.jpg,pizza-toast,pizza-toast
95/12750.jpg,pizza-toast,pizza-toast
95/12747.jpg,pizza-toast,pizza-toast
95/12749.jpg,pizza-toast,pizza-toast
95/12765.jpg,pizza-toast,pizza-toast
95/12729.jpg,pizza-toast,pizza-toast
95/12714.jpg,pizza-toast,pizza-toast
95/12688.jpg,pizza-toast,pizza-toast
95/12713.jpg,pizza-toast,pizza-toast
95/12666.jpg,pizza-toast,pizza-toast
95/12710.jpg,pizza-toast,pizza-toast
95/12665.jpg,pizza-toast,pizza-toast
59/5900.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5901.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5902.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5912.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5898.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5904.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5963.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5960.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5959.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5958.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5973.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5942.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/10835.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5968.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5987.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5951.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5947.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5896.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5908.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5936.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5890.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/16776.jpg,seasoned-beef-with-potatoes,seasoned-beef-with-potatoes
59/5930.jpg,simmered-pork,seasoned-beef-with-potatoes
92/12442.jpg,beef-bowl,beef-bowl
92/12443.jpg,beef-bowl,beef-bowl
92/12441.jpg,beef-bowl,beef-bowl
92/12454.jpg,beef-bowl,beef-bowl
92/12451.jpg,beef-bowl,beef-bowl
92/14989.jpg,rice,beef-bowl
92/12435.jpg,beef-bowl,beef-bowl
92/12390.jpg,beef-bowl,beef-bowl
92/12420.jpg,beef-bowl,beef-bowl
92/12422.jpg,rice,beef-bowl
92/14907.jpg,beef-bowl,beef-bowl
92/14052.jpg,beef-bowl,beef-bowl
92/12433.jpg,beef-bowl,beef-bowl
92/16683.jpg,beef-bowl,beef-bowl
92/12142.jpg,beef-bowl,beef-bowl
92/12430.jpg,beef-bowl,beef-bowl
92/16694.jpg,pork-miso-soup,beef-bowl
92/16694.jpg,beef-bowl,beef-bowl
92/12419.jpg,miso-soup,beef-bowl
92/12419.jpg,beef-bowl,beef-bowl
92/12366.jpg,beef-bowl,beef-bowl
92/11874.jpg,rice,beef-bowl
